Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att,Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist
Antonio Adán,ESP,GK,Atlético Madrid,La Liga,31,1987,1.0,2,0,0,0,0,2.1,0.30,+0.1,+0.12,4,16,25.0,14,3,57.1,40.9,10,80.0,55.4,9,0,0.0,0,0.00,15.3
Rúnar Alex Rúnarsson,ISL,GK,Dijon,Ligue 1,23,1995,25.0,43,2,2,5,0,34.9,0.35,-8.1,-0.32,185,415,44.6,628,105,41.7,37.8,203,75.4,56.3,201,17,8.5,19,0.76,15.4
Alisson,BRA,GK,Liverpool,Premier League,25,1992,38.0,22,0,0,5,0,27.9,0.29,+5.9,+0.15,195,401,48.6,1056,198,27.0,32.5,216,53.7,46.7,265,19,7.2,46,1.21,16.7
Bobby Allain,FRA,GK,Dijon,Ligue 1,26,1991,13.0,17,1,0,2,1,19.1,0.26,+3.1,+0.24,140,302,46.4,340,70,58.2,44.9,126,82.5,57.7,143,24,16.8,11,0.85,15.8
Sergio Álvarez,ESP,GK,Celta Vigo,La Liga,31,1986,13.0,22,2,1,2,1,17.4,0.28,-3.6,-0.27,102,248,41.1,320,43,48.8,40.3,124,74.2,55.1,146,10,6.8,4,0.31,12.2
Miguel Ángel Moyá,ESP,GK,Real Sociedad,La Liga,34,1984,11.0,11,0,0,1,0,9.8,0.30,-1.2,-0.11,84,150,56.0,285,33,35.1,34.3,77,64.9,46.5,122,13,10.7,12,1.09,17.6
Alphonse Areola,FRA,GK,Paris S-G,Ligue 1,25,1993,21.0,17,4,0,1,1,19.8,0.26,+3.8,+0.18,70,127,55.1,374,95,22.7,28.3,134,31.3,35.2,172,6,3.5,14,0.67,13.2
Kepa Arrizabalaga,ESP,GK,Chelsea,Premier League,23,1994,36.0,39,1,0,6,0,37.0,0.30,-2.0,-0.06,182,321,56.7,901,159,22.8,29.0,260,44.6,40.6,244,19,7.8,22,0.61,16.3
Sergio Asenjo,ESP,GK,Villarreal,La Liga,29,1989,32.0,45,2,2,4,3,45.5,0.27,+3.5,+0.11,187,460,40.7,554,128,50.9,42.7,251,70.9,55.4,388,39,10.1,21,0.66,14.7
Emil Audero,ITA,GK,Sampdoria,Serie A,21,1997,36.0,51,7,2,6,1,51.8,0.32,+1.8,+0.05,144,428,33.6,863,186,32.1,31.8,295,51.2,41.9,389,33,8.5,25,0.69,15.0
Francesco Bardi,ITA,GK,Frosinone,Serie A,26,1992,3.0,5,0,1,0,0,4.2,0.38,-0.8,-0.27,11,40,27.5,59,15,49.2,40.2,15,73.3,54.8,24,4,16.7,0,0.00,10.4
Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,28,1990,33.0,51,6,0,5,1,52.5,0.30,+2.5,+0.08,210,453,46.4,1047,183,32.5,32.6,242,46.7,42.9,298,25,8.4,44,1.33,16.8
Asmir Begović,BIH,GK,Bournemouth,Premier League,31,1987,24.0,47,2,0,6,2,37.6,0.36,-7.4,-0.31,135,345,39.1,467,121,45.8,40.2,193,67.9,53.5,232,22,9.5,9,0.38,13.1
Diego Benaglio,SUI,GK,Monaco,Ligue 1,34,1983,22.9,38,3,0,3,1,31.9,0.30,-5.1,-0.22,91,237,38.4,459,105,31.6,33.3,159,57.9,46.4,226,18,8.0,6,0.26,12.3
Walter Benítez,ARG,GK,Nice,Ligue 1,25,1993,35.0,29,2,0,5,1,40.2,0.27,+12.2,+0.35,170,402,42.3,837,199,27.2,31.0,306,56.9,45.5,371,17,4.6,13,0.37,12.9
Etrit Berisha,ALB,GK,Atalanta,Serie A,29,1989,18.0,25,1,1,5,3,22.5,0.34,+0.5,+0.03,90,214,42.1,347,94,32.0,33.5,129,79.8,55.3,144,20,13.9,16,0.89,15.9
Paul Bernardoni,FRA,GK,Nîmes,Ligue 1,21,1997,38.0,58,4,0,4,0,60.5,0.32,+2.5,+0.07,248,716,34.6,823,162,57.2,44.9,290,84.5,60.5,289,21,7.3,20,0.53,14.7
Dimitry Bertaud,FRA,GK,Montpellier,Ligue 1,20,1998,1.0,0,0,0,0,0,0.5,0.47,+0.5,+0.47,8,25,32.0,23,3,56.5,44.9,13,92.3,57.9,5,0,0.0,0,0.00,9.3
Marcus Bettinelli,ENG,GK,Fulham,Premier League,26,1992,7.0,20,1,0,1,0,18.1,0.43,-1.9,-0.27,69,147,46.9,177,33,52.0,42.2,67,82.1,57.4,75,6,8.0,5,0.71,14.4
Rubén Blanco,ESP,GK,Celta Vigo,La Liga,23,1995,25.0,40,4,2,3,0,36.8,0.32,-3.2,-0.13,170,450,37.8,593,113,47.9,42.0,220,75.5,59.9,247,9,3.6,25,1.00,17.5
Artur Boruc,POL,GK,Bournemouth,Premier League,38,1980,12.0,18,3,2,2,0,15.7,0.25,-2.3,-0.19,68,190,35.8,237,58,46.8,41.6,114,69.3,53.5,135,4,3.0,5,0.42,13.7
Zacharie Boucher,FRA,GK,Angers,Ligue 1,26,1992,2.0,1,0,0,0,0,1.3,0.33,+0.3,+0.15,9,32,28.1,37,9,45.9,41.3,17,88.2,64.9,26,0,0.0,1,0.50,15.8
Yassine Bounou,MAR,GK,Girona,La Liga,27,1991,31.8,43,6,2,6,1,46.1,0.26,+4.1,+0.13,190,496,38.3,708,142,46.0,40.6,255,66.7,52.8,320,23,7.2,13,0.41,13.2
Fabian Bredlow,GER,GK,Nürnberg,Bundesliga,23,1995,12.5,28,1,0,2,0,18.8,0.30,-9.2,-0.74,65,200,32.5,350,43,40.6,37.0,115,50.4,47.8,107,4,3.7,6,0.48,12.9
Gianluigi Buffon,ITA,GK,Paris S-G,Ligue 1,40,1978,17.0,18,1,1,2,3,17.2,0.25,+2.2,+0.13,43,74,58.1,299,75,13.0,23.8,103,34.0,35.1,103,4,3.9,12,0.71,15.4
Roman Bürki,SUI,GK,Dortmund,Bundesliga,27,1990,32.0,40,4,1,7,0,37.9,0.28,-2.1,-0.07,167,474,35.2,842,169,38.5,36.5,224,67.0,51.6,276,16,5.8,25,0.78,15.6
Ludovic Butelle,FRA,GK,Angers,Ligue 1,35,1983,36.0,48,3,0,4,1,46.8,0.27,-0.2,-0.01,259,599,43.2,694,170,54.2,43.4,277,80.5,55.6,372,33,8.9,34,0.94,14.9
David Button,ENG,GK,Brighton,Premier League,29,1989,4.0,5,2,0,0,0,5.6,0.23,+0.6,+0.15,28,88,31.8,72,10,75.0,52.9,34,100.0,70.3,36,1,2.8,1,0.25,11.9
Willy Caballero,ARG,GK,Chelsea,Premier League,36,1981,2.0,0,0,0,0,0,0.4,0.14,+0.4,+0.20,14,26,53.8,47,9,29.8,31.1,16,75.0,48.9,18,4,22.2,0,0.00,8.8
Rafael Cabral,BRA,GK,Sampdoria,Serie A,28,1990,2.0,0,0,0,0,0,0.2,0.10,+0.2,+0.10,13,30,43.3,49,8,42.9,36.9,15,60.0,45.4,13,1,7.7,0,0.00,12.6
Marc-Aurèle Caillard,FRA,GK,Guingamp,Ligue 1,24,1994,21.0,34,1,1,3,0,29.5,0.32,-4.5,-0.21,150,395,38.0,375,66,64.8,48.9,173,87.9,62.9,168,15,8.9,7,0.33,12.5
Yoan Cardinale,FRA,GK,Nice,Ligue 1,24,1994,3.0,6,1,0,0,0,3.3,0.21,-2.7,-0.91,1,1,100.0,56,17,1.8,22.5,7,0.0,23.7,24,3,12.5,3,1.00,16.6
Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,26,1992,25.5,39,4,3,2,0,44.0,0.34,+5.0,+0.19,217,477,45.5,991,150,36.8,37.7,200,56.0,50.1,243,28,11.5,23,0.90,14.8
Petr Čech,CZE,GK,Arsenal,Premier League,36,1982,6.5,9,0,0,1,0,11.1,0.33,+2.1,+0.32,32,102,31.4,213,49,33.3,35.9,54,57.4,50.4,72,6,8.3,4,0.62,14.1
Leandro Chichizola,ARG,GK,Getafe,La Liga,28,1990,1.0,1,0,0,0,0,0.7,0.68,-0.3,-0.32,9,23,39.1,23,3,87.0,57.4,3,100.0,77.7,6,1,16.7,2,2.00,17.8
Jasper Cillessen,NED,GK,Barcelona,La Liga,29,1989,3.0,4,1,0,0,0,4.2,0.25,+0.2,+0.06,14,24,58.3,90,15,18.9,27.5,25,28.0,32.1,32,1,3.1,6,2.00,18.3
Joel Coleman,ENG,GK,Huddersfield,Premier League,22,1995,1.0,1,0,0,0,0,0.8,0.27,-0.2,-0.19,6,30,20.0,31,0,77.4,54.8,6,100.0,68.3,10,0,0.0,0,0.00,12.7
Andrea Consigli,ITA,GK,Sassuolo,Serie A,31,1987,35.7,56,4,0,11,2,48.3,0.30,-5.7,-0.16,225,524,42.9,890,161,43.0,36.7,282,50.0,40.7,369,24,6.5,18,0.50,14.1
Benoît Costil,FRA,GK,Bordeaux,Ligue 1,31,1987,37.0,42,6,1,11,0,44.9,0.27,+2.9,+0.08,277,612,45.3,844,123,47.0,40.9,306,70.3,53.3,360,16,4.4,24,0.65,14.0
Thibaut Courtois,BEL,GK,Real Madrid,La Liga,26,1992,27.0,36,6,0,3,0,33.1,0.30,-2.9,-0.11,110,289,38.1,651,166,31.0,34.4,180,48.3,45.7,188,19,10.1,11,0.41,14.2
Alessio Cragno,ITA,GK,Cagliari,Serie A,24,1994,38.0,54,8,1,5,2,56.7,0.26,+4.7,+0.12,356,766,46.5,891,172,53.5,42.0,361,80.1,58.2,449,34,7.6,11,0.29,12.9
Iván Cuéllar,ESP,GK,Leganés,La Liga,34,1984,33.9,38,2,2,2,1,36.2,0.32,-0.8,-0.03,317,774,41.0,782,92,68.2,51.4,269,89.6,66.1,364,26,7.1,20,0.59,14.4
Abdoulaye Diallo,SEN,GK,Rennes,Ligue 1,26,1992,5.5,4,1,0,1,0,4.8,0.22,+0.8,+0.15,32,70,45.7,112,23,42.9,36.3,35,62.9,46.7,37,3,8.1,3,0.55,13.7
Javier Díaz,ESP,GK,Sevilla,La Liga,21,1997,1.0,1,1,0,0,0,0.7,,-0.3,-0.31,5,13,38.5,19,3,47.4,39.5,5,80.0,57.0,9,0,0.0,1,1.00,14.2
Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,24,1993,21.0,35,6,0,6,0,32.6,0.29,-2.4,-0.12,172,370,46.5,479,112,54.1,42.6,169,65.7,51.4,231,18,7.8,7,0.33,12.9
Marko Dmitrović,SRB,GK,Eibar,La Liga,26,1992,24.0,30,3,2,3,0,28.7,0.32,-1.3,-0.05,206,577,35.7,593,67,73.2,55.4,155,92.3,74.2,183,15,8.2,39,1.63,17.0
Jaume Doménech,ESP,GK,Valencia,La Liga,27,1990,4.0,1,0,0,1,0,1.6,0.13,+0.6,+0.15,27,59,45.8,64,19,50.0,38.9,30,90.0,58.1,42,2,4.8,1,0.25,11.9
Gianluigi Donnarumma,ITA,GK,Milan,Serie A,19,1999,34.3,31,3,1,5,1,35.0,0.27,+5.0,+0.14,196,373,52.5,869,194,27.5,30.1,292,45.9,39.5,364,31,8.5,14,0.41,13.8
Bartłomiej Drągowski,POL,GK,Fiorentina,Serie A,20,1997,2.5,2,0,0,1,0,2.5,0.35,+0.5,+0.18,20,53,37.7,76,9,51.3,42.4,30,46.7,42.4,19,2,10.5,3,1.20,15.5
Bartłomiej Drągowski,POL,GK,Empoli,Serie A,20,1997,14.0,24,3,0,3,0,26.1,0.26,+2.1,+0.15,72,222,32.4,329,95,41.9,38.4,152,55.3,48.0,157,7,4.5,9,0.64,13.6
Jaroslav Drobný,CZE,GK,Düsseldorf,Bundesliga,38,1979,2.0,3,0,0,0,0,2.9,0.33,-0.1,-0.03,12,22,54.5,27,5,66.7,44.7,10,40.0,40.3,8,0,0.0,1,0.50,15.2
Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,29,1989,38.0,48,6,2,10,1,46.2,0.31,-0.8,-0.02,278,747,37.2,856,136,55.1,44.3,322,85.4,62.6,422,39,9.2,24,0.63,13.3
Maxime Dupé,FRA,GK,Nantes,Ligue 1,25,1993,10.4,17,2,2,2,0,12.8,0.35,-4.2,-0.40,71,196,36.2,210,38,55.2,44.5,91,87.9,64.4,92,4,4.3,6,0.58,16.0
Ederson,BRA,GK,Manchester City,Premier League,24,1993,38.0,23,4,1,5,0,27.1,0.31,+4.1,+0.11,147,288,51.0,909,174,22.0,30.3,187,47.1,46.4,183,17,9.3,31,0.82,16.9
Michael Esser,GER,GK,Hannover 96,Bundesliga,30,1987,32.0,67,5,1,12,1,58.6,0.26,-6.4,-0.20,313,653,47.9,947,141,51.2,40.7,284,59.2,46.3,353,17,4.8,28,0.88,15.0
Neil Etheridge,PHI,GK,Cardiff City,Premier League,28,1990,38.0,69,4,1,13,0,70.6,0.33,+1.6,+0.04,344,1122,30.7,886,52,91.0,61.9,319,99.1,70.1,288,16,5.6,42,1.11,15.7
Łukasz Fabiański,POL,GK,West Ham,Premier League,33,1985,38.0,55,4,0,10,1,65.5,0.33,+11.5,+0.30,326,865,37.7,927,148,62.7,49.6,308,92.2,67.6,378,36,9.5,16,0.42,13.0
Fabricio,ESP,GK,Fulham,Premier League,30,1987,2.0,5,0,1,0,0,7.2,0.33,+2.2,+1.10,16,29,55.2,47,14,42.6,38.6,14,64.3,41.5,18,0,0.0,2,1.00,14.4
Ralf Fährmann,GER,GK,Schalke 04,Bundesliga,29,1988,16.3,26,2,1,4,1,25.4,0.32,+0.4,+0.03,114,256,44.5,396,68,46.2,40.6,118,61.9,49.4,138,12,8.7,15,0.92,17.2
Aitor Fernández,ESP,GK,Levante,La Liga,27,1991,16.0,24,4,0,4,1,23.3,0.27,+0.3,+0.02,104,283,36.7,293,75,57.0,44.5,163,71.2,53.0,141,8,5.7,9,0.56,13.4
Andrés Fernández,ESP,GK,Villarreal,La Liga,31,1986,6.0,7,1,0,1,0,8.6,0.34,+1.6,+0.26,52,105,49.5,138,18,51.4,42.2,49,69.4,50.3,70,5,7.1,6,1.00,14.9
Mark Flekken,NED,GK,Freiburg,Bundesliga,25,1993,1.0,1,0,0,0,0,0.9,0.17,-0.1,-0.15,8,13,61.5,24,1,41.7,37.2,5,60.0,53.6,3,0,0.0,0,0.00,13.0
Fraser Forster,ENG,GK,Southampton,Premier League,30,1988,1.0,3,0,0,0,0,1.9,0.32,-1.1,-1.08,5,18,27.8,16,4,68.8,47.9,7,100.0,74.3,4,0,0.0,0,0.00,10.0
Ben Foster,ENG,GK,Watford,Premier League,35,1983,38.0,59,4,2,7,3,53.8,0.30,-2.2,-0.06,362,977,37.1,944,106,73.5,53.1,305,92.8,68.7,396,32,8.1,48,1.26,15.7
Pierluigi Frattali,ITA,GK,Parma,Serie A,32,1985,1.0,2,0,0,0,0,2.0,0.23,0.0,+0.04,5,16,31.3,23,6,34.8,35.5,15,53.3,41.7,13,1,7.7,0,0.00,7.4
Alberto García,ESP,GK,Rayo Vallecano,La Liga,33,1985,17.0,35,1,0,5,2,29.8,0.32,-3.2,-0.19,137,279,49.1,408,82,47.8,40.8,124,67.7,50.9,187,11,5.9,9,0.53,14.4
Paulo Gazzaniga,ARG,GK,Tottenham,Premier League,26,1992,3.0,2,0,0,0,0,4.7,0.36,+2.7,+0.90,18,50,36.0,80,12,35.0,35.4,26,84.6,59.3,36,2,5.6,1,0.33,13.9
David de Gea,ESP,GK,Manchester Utd,Premier League,27,1990,38.0,54,6,2,7,3,51.1,0.27,+0.1,0.00,318,686,46.4,769,150,54.1,44.5,334,80.8,60.1,317,22,6.9,10,0.26,12.3
Fabian Giefer,GER,GK,Augsburg,Bundesliga,28,1990,4.0,7,0,0,1,0,5.5,0.31,-1.5,-0.36,28,63,44.4,85,15,55.3,44.1,24,66.7,54.7,38,0,0.0,0,0.00,10.3
Mauro Goicoechea,URU,GK,Toulouse,Ligue 1,30,1988,7.9,12,1,1,1,0,10.0,0.26,-2.0,-0.25,52,138,37.7,182,37,49.5,40.9,72,66.7,52.2,84,5,6.0,3,0.38,12.3
Pierluigi Gollini,ITA,GK,Atalanta,Serie A,23,1995,20.0,21,3,2,1,0,19.0,0.25,-2.0,-0.10,108,276,39.1,454,81,38.3,36.7,132,77.3,57.8,153,8,5.2,17,0.85,15.9
Alfred Gomis,SEN,GK,SPAL,Serie A,24,1993,19.2,27,1,0,7,0,24.4,0.32,-2.6,-0.14,109,299,36.5,536,120,39.9,36.9,146,58.2,46.2,159,11,6.9,8,0.42,13.2
Mathieu Gorgelin,FRA,GK,Lyon,Ligue 1,27,1990,4.0,5,0,1,1,0,3.5,0.23,-1.5,-0.37,12,21,57.1,77,21,14.3,25.9,23,43.5,41.3,34,5,14.7,4,1.00,18.3
Vicente Guaita,ESP,GK,Crystal Palace,Premier League,31,1987,19.5,23,1,0,2,1,21.0,0.24,-1.0,-0.05,135,416,32.5,404,84,60.1,47.4,189,91.5,63.8,211,18,8.5,4,0.21,11.9
Guido Guerrieri,ITA,GK,Lazio,Serie A,22,1996,1.0,3,0,0,1,0,2.7,0.54,-0.3,-0.30,2,10,20.0,25,8,24.0,28.9,9,44.4,41.0,10,0,0.0,3,3.00,20.0
Péter Gulácsi,HUN,GK,RB Leipzig,Bundesliga,28,1990,32.5,28,4,1,4,1,32.1,0.27,+6.1,+0.19,253,619,40.9,792,124,54.4,44.3,218,86.2,61.6,242,15,6.2,42,1.29,17.1
Angus Gunn,ENG,GK,Southampton,Premier League,22,1996,12.0,18,0,0,4,0,15.7,0.32,-2.3,-0.19,73,256,28.5,216,15,80.1,55.8,91,91.2,66.9,99,6,6.1,9,0.75,13.8
Régis Gurtner,FRA,GK,Amiens,Ligue 1,31,1986,38.0,52,6,3,8,2,49.0,0.28,-1.0,-0.03,303,813,37.3,827,85,63.2,48.1,322,90.1,62.1,362,24,6.6,21,0.55,14.6
Ben Hamer,ENG,GK,Huddersfield,Premier League,30,1987,6.1,21,3,2,2,1,15.9,0.35,-4.1,-0.68,64,168,38.1,154,12,79.2,53.9,52,88.5,63.2,51,4,7.8,2,0.33,14.3
Samir Handanović,SVN,GK,Inter,Serie A,34,1984,38.0,33,3,1,3,3,35.4,0.26,+5.4,+0.14,172,360,47.8,895,201,27.6,30.1,256,44.1,39.1,337,16,4.7,13,0.34,12.6
Joe Hart,ENG,GK,Burnley,Premier League,31,1987,19.0,41,1,1,8,1,38.5,0.32,-1.5,-0.08,197,507,38.9,420,51,79.3,57.0,182,95.6,72.0,207,12,5.8,17,0.89,15.0
Tom Heaton,ENG,GK,Burnley,Premier League,32,1986,19.0,27,1,1,2,3,24.0,0.29,0.0,0.00,169,475,35.6,416,46,77.2,55.5,173,89.0,66.0,233,12,5.2,18,0.95,15.2
Wayne Hennessey,WAL,GK,Crystal Palace,Premier League,31,1987,17.5,26,3,1,5,0,21.8,0.29,-4.2,-0.24,114,349,32.7,367,60,61.9,49.3,144,84.7,68.4,179,9,5.0,13,0.74,15.2
Iago Herrerín,ESP,GK,Athletic Club,La Liga,30,1988,31.0,32,3,0,4,0,27.4,0.30,-4.6,-0.15,352,765,46.0,775,85,73.0,52.6,213,93.4,69.1,301,22,7.3,26,0.84,16.0
Marwin Hitz,SUI,GK,Dortmund,Bundesliga,30,1987,2.0,4,0,0,1,0,2.9,0.58,-1.1,-0.56,7,20,35.0,52,6,26.9,31.8,13,46.2,45.9,22,2,9.1,1,0.50,14.0
Lukáš Hrádecký,FIN,GK,Leverkusen,Bundesliga,28,1989,32.0,49,3,2,10,2,40.9,0.30,-4.1,-0.13,238,509,46.8,1168,160,34.6,35.0,196,53.6,44.6,233,22,9.4,28,0.88,16.0
Salvador Ichazo,URU,GK,Torino,Serie A,26,1992,2.8,2,1,0,1,0,2.7,0.24,+0.7,+0.23,27,59,45.8,61,9,62.3,47.0,26,80.8,54.0,22,2,9.1,0,0.00,13.1
Gorka Iraizoz,ESP,GK,Girona,La Liga,37,1981,6.2,10,2,0,1,1,14.2,0.36,+5.2,+0.83,51,126,40.5,164,45,52.4,42.4,65,61.5,46.5,75,7,9.3,2,0.32,11.9
Jandrei,BRA,GK,Genoa,Serie A,25,1993,1.0,1,0,0,1,0,0.8,0.45,-0.2,-0.24,11,21,52.4,25,3,68.0,47.6,6,66.7,56.0,4,0,0.0,2,2.00,23.6
Rune Jarstein,NOR,GK,Hertha BSC,Bundesliga,33,1984,30.5,48,2,1,6,2,47.5,0.32,+1.5,+0.05,369,818,45.1,884,102,63.8,45.9,277,91.7,64.1,270,32,11.9,15,0.49,13.8
Karl-Johan Johnsson,SWE,GK,Guingamp,Ligue 1,28,1990,17.0,34,2,1,1,0,21.9,0.28,-12.1,-0.71,141,345,40.9,352,57,64.8,48.5,128,91.4,66.2,131,9,6.9,11,0.65,15.4
Aleksandar Jovanović,SRB,GK,Huesca,La Liga,25,1992,12.0,19,2,1,1,1,15.8,0.33,-2.2,-0.19,79,248,31.9,255,22,68.6,50.0,80,91.3,64.9,91,5,5.5,5,0.42,13.9
Stefanos Kapino,GRE,GK,Werder Bremen,Bundesliga,24,1994,0.5,1,0,0,0,0,0.5,0.19,-0.5,-0.96,1,4,25.0,13,7,23.1,31.2,3,33.3,39.0,5,0,0.0,0,0.00,7.0
Orestis Karnezis,GRE,GK,Napoli,Serie A,33,1985,9.0,7,1,0,0,0,8.3,0.30,+1.3,+0.15,33,102,32.4,178,34,37.6,34.3,57,61.4,49.9,66,3,4.5,1,0.11,11.7
Eiji Kawashima,JPN,GK,Strasbourg,Ligue 1,35,1983,1.0,0,0,0,0,0,0.1,0.09,+0.1,+0.09,13,28,46.4,25,7,52.0,43.4,15,100.0,76.1,10,1,10.0,0,0.00,12.9
Gregor Kobel,SUI,GK,Hoffenheim,Bundesliga,20,1997,1.0,1,1,0,0,0,1.7,0.13,+0.7,+0.71,15,30,50.0,37,3,67.6,47.2,5,100.0,66.2,10,1,10.0,2,2.00,16.5
Gregor Kobel,SUI,GK,Augsburg,Bundesliga,20,1997,15.4,42,1,1,9,1,31.0,0.35,-10.0,-0.65,83,235,35.3,408,72,41.2,37.2,116,57.8,49.8,143,14,9.8,16,1.04,14.7
Tomáš Koubek,CZE,GK,Rennes,Ligue 1,25,1992,32.5,48,3,0,9,1,39.0,0.28,-8.0,-0.25,206,477,43.2,638,129,46.9,40.8,242,73.6,56.0,328,13,4.0,27,0.83,16.4
