Player,Nation,Pos,Squad,Comp,Age,Born,90s,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att,Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist
Thomas Kraft,GER,GK,Hertha BSC,Bundesliga,30,1988,3.5,9,2,0,0,0,5.0,0.30,-4.0,-1.13,38,86,44.2,94,7,63.8,43.7,29,89.7,61.7,18,1,5.6,1,0.29,13.7
Alban Lafont,FRA,GK,Fiorentina,Serie A,19,1999,33.5,40,5,1,5,3,34.0,0.24,-3.0,-0.09,174,482,36.1,753,160,44.6,40.0,255,57.3,47.9,348,23,6.6,28,0.84,15.1
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,27,1991,37.0,42,3,1,7,3,40.6,0.28,+1.6,+0.04,336,744,45.2,997,167,56.6,44.3,265,67.9,52.2,307,22,7.2,26,0.70,15.6
Bernd Leno,GER,GK,Arsenal,Premier League,26,1992,31.5,42,7,1,4,1,45.2,0.29,+4.2,+0.13,144,436,33.0,877,171,34.5,36.0,226,58.8,49.6,258,13,5.0,17,0.54,14.5
Hugo Lloris,FRA,GK,Tottenham,Premier League,31,1986,33.0,33,3,1,5,3,40.2,0.30,+10.2,+0.31,229,482,47.5,929,154,37.1,36.1,250,54.8,46.1,289,14,4.8,19,0.58,14.5
Anthony Lopes,POR,GK,Lyon,Ligue 1,27,1990,34.0,42,5,1,2,3,35.8,0.25,-3.2,-0.10,160,362,44.2,826,163,32.4,33.4,239,39.3,40.3,248,12,4.8,15,0.44,14.6
Diego López,ESP,GK,Espanyol,La Liga,36,1981,38.0,50,6,5,8,2,50.0,0.28,+2.0,+0.05,255,602,42.4,874,129,43.2,38.4,329,68.1,50.3,452,30,6.6,6,0.16,12.5
Pau López,ESP,GK,Betis,La Liga,23,1994,33.0,47,3,2,9,0,45.3,0.31,-1.7,-0.05,144,345,41.7,977,173,24.8,28.8,245,42.0,39.3,262,23,8.8,33,1.00,15.9
Jonas Lössl,DEN,GK,Huddersfield,Premier League,29,1989,30.9,54,4,1,6,0,47.3,0.32,-6.7,-0.22,327,703,46.5,890,95,59.2,45.7,221,79.6,60.7,217,21,9.7,21,0.68,14.2
Andriy Lunin,UKR,GK,Leganés,La Liga,19,1999,4.1,5,1,0,1,0,6.9,0.28,+1.9,+0.48,39,75,52.0,88,18,55.7,44.8,34,76.5,60.7,29,2,6.9,2,0.49,14.0
Andreas Luthe,GER,GK,Augsburg,Bundesliga,31,1987,14.6,22,0,1,2,1,22.3,0.30,+1.3,+0.09,95,235,40.4,351,54,49.6,40.4,128,47.7,41.6,106,5,4.7,7,0.48,14.2
Mike Maignan,FRA,GK,Lille,Ligue 1,23,1995,38.0,33,6,1,4,0,35.3,0.25,+2.3,+0.06,199,593,33.6,825,199,46.3,40.3,270,78.1,59.4,319,37,11.6,24,0.63,14.8
Steve Mandanda,FRA,GK,Marseille,Ligue 1,33,1985,30.4,40,6,0,2,0,35.4,0.28,-4.6,-0.15,169,456,37.1,794,128,44.1,39.0,191,55.5,46.6,196,16,8.2,20,0.66,14.4
Federico Marchetti,ITA,GK,Genoa,Serie A,35,1983,4.0,10,0,0,2,1,5.9,0.33,-3.1,-0.78,28,59,47.5,77,10,46.8,39.7,35,65.7,54.6,36,1,2.8,2,0.50,13.2
Jordi Masip,ESP,GK,Valladolid,La Liga,29,1989,35.0,45,5,0,8,2,46.8,0.29,+3.8,+0.11,260,800,32.5,815,163,62.1,46.2,329,89.4,65.2,397,22,5.5,10,0.29,12.3
Christian Mathenia,GER,GK,Nürnberg,Bundesliga,26,1992,21.5,40,1,1,6,2,41.8,0.35,+3.8,+0.18,191,506,37.7,678,94,50.9,43.2,218,73.9,58.3,308,37,12.0,6,0.28,12.1
Alex McCarthy,ENG,GK,Southampton,Premier League,28,1989,25.0,44,2,0,4,3,34.7,0.28,-6.3,-0.25,140,454,30.8,476,81,61.3,48.7,190,85.3,63.6,244,23,9.4,17,0.68,14.8
Edouard Mendy,SEN,GK,Reims,Ligue 1,26,1992,38.0,42,7,1,3,2,44.4,0.27,+4.4,+0.12,300,714,42.0,843,123,57.2,46.1,287,80.8,58.5,420,33,7.9,15,0.39,13.3
Alex Meret,ITA,GK,Napoli,Serie A,21,1997,12.8,9,2,0,1,0,11.3,0.20,+2.3,+0.18,36,124,29.0,253,46,30.0,32.3,101,47.5,42.2,114,7,6.1,6,0.47,15.3
Vanja Milinković-Savić,SRB,GK,SPAL,Serie A,21,1997,1.8,4,0,0,1,0,3.6,0.23,-0.4,-0.22,9,34,26.5,54,17,38.9,37.4,20,65.0,54.0,12,1,8.3,3,1.65,16.1
Antonio Mirante,ITA,GK,Roma,Serie A,35,1983,11.0,6,0,0,2,0,10.4,0.28,+4.4,+0.40,86,184,46.7,232,41,47.0,39.6,92,81.5,55.3,120,8,6.7,6,0.55,14.6
Jessy Moulin,FRA,GK,Saint-Étienne,Ligue 1,32,1986,1.0,1,0,0,0,1,1.5,0.33,+1.5,+1.46,2,4,50.0,28,10,10.7,28.2,4,25.0,35.8,6,1,16.7,0,0.00,13.3
Florian Müller,GER,GK,Mainz 05,Bundesliga,20,1997,24.0,43,3,0,6,0,39.2,0.33,-3.8,-0.16,173,453,38.2,622,104,47.1,41.3,207,77.3,58.8,226,7,3.1,19,0.79,15.5
Juan Musso,ARG,GK,Udinese,Serie A,24,1994,29.0,40,8,0,6,1,42.6,0.28,+3.6,+0.12,259,611,42.4,564,97,61.2,43.9,313,85.0,57.1,360,29,8.1,13,0.45,12.2
Yvon Mvogo,SUI,GK,RB Leipzig,Bundesliga,24,1994,1.5,2,1,0,0,0,1.5,0.22,-0.5,-0.35,9,14,64.3,25,4,40.0,38.3,6,66.7,47.7,11,0,0.0,0,0.00,9.6
Keylor Navas,CRC,GK,Real Madrid,La Liga,31,1986,10.0,8,0,0,2,0,8.8,0.29,+0.8,+0.08,31,90,34.4,232,61,29.3,34.2,53,41.5,44.7,78,6,7.7,6,0.60,14.8
Neto,BRA,GK,Valencia,La Liga,29,1989,34.0,34,7,2,6,2,37.3,0.24,+5.3,+0.15,192,530,36.2,570,156,53.2,43.8,272,83.5,60.9,389,28,7.2,11,0.32,13.3
Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,32,1986,25.6,23,3,0,2,1,16.5,0.28,-5.5,-0.22,132,271,48.7,796,109,30.9,32.5,120,20.8,33.1,127,9,7.1,30,1.17,18.1
Will Norris,ENG,GK,Wolves,Premier League,24,1993,0.0,0,0,0,0,0,0.0,,0.0,0.00,0,0,,0,0,,,0,,,0,0,,0,,
Alexander Nübel,GER,GK,Schalke 04,Bundesliga,21,1996,17.6,29,3,0,0,0,28.3,0.33,-0.7,-0.04,129,297,43.4,394,57,48.0,41.0,133,81.2,57.9,145,10,6.9,5,0.28,13.9
Jan Oblak,SVN,GK,Atlético Madrid,La Liga,25,1993,37.0,27,5,0,3,2,36.3,0.26,+11.3,+0.31,229,597,38.4,568,100,61.3,46.6,282,88.3,62.3,356,36,10.1,12,0.32,14.1
Oier Olazábal,ESP,GK,Levante,La Liga,28,1989,21.0,40,4,1,5,1,42.2,0.29,+3.2,+0.15,142,348,40.8,346,95,56.6,45.0,219,69.4,51.5,247,21,8.5,9,0.43,12.6
Alexandre Olliero,FRA,GK,Nantes,Ligue 1,22,1996,1.0,1,1,0,0,0,0.7,,-0.3,-0.29,4,10,40.0,20,5,35.0,40.4,3,100.0,79.3,7,0,0.0,1,1.00,14.6
Robin Olsen,SWE,GK,Roma,Serie A,28,1990,27.0,42,4,0,7,1,37.9,0.28,-3.1,-0.11,161,364,44.2,639,154,38.7,36.2,207,56.5,48.7,248,10,4.0,10,0.37,12.2
David Ospina,COL,GK,Napoli,Serie A,29,1988,16.2,20,1,1,3,0,16.7,0.25,-3.3,-0.20,61,158,38.6,343,69,30.6,32.8,113,46.9,41.6,136,16,11.8,4,0.25,13.6
Ramazan Özcan,AUT,GK,Leverkusen,Bundesliga,34,1984,2.0,5,1,0,1,0,5.5,0.35,+0.5,+0.26,14,40,35.0,53,7,58.5,45.9,9,100.0,67.3,16,0,0.0,1,0.50,15.2
Fernando Pacheco,ESP,GK,Alavés,La Liga,26,1992,35.0,46,6,3,1,2,44.2,0.28,+0.2,+0.01,315,759,41.5,755,88,67.4,47.5,286,87.4,58.7,354,29,8.2,29,0.83,15.1
Rui Patrício,POR,GK,Wolves,Premier League,30,1988,37.0,46,3,1,7,4,38.0,0.27,-4.0,-0.11,248,584,42.5,578,107,60.4,44.2,285,82.5,56.1,303,19,6.3,11,0.30,12.4
Jiří Pavlenka,CZE,GK,Werder Bremen,Bundesliga,26,1992,33.1,47,3,2,5,0,45.8,0.29,-1.2,-0.04,257,565,45.5,920,157,43.0,38.4,303,55.8,46.0,308,17,5.5,16,0.48,14.0
Gianluca Pegolo,ITA,GK,Sassuolo,Serie A,37,1981,2.3,4,0,0,2,0,3.8,0.36,-0.2,-0.09,19,45,42.2,44,9,50.0,39.1,29,79.3,50.2,13,0,0.0,0,0.00,9.6
Yohann Pelé,FRA,GK,Marseille,Ligue 1,35,1982,7.6,12,4,1,0,0,10.3,0.29,-1.7,-0.22,38,79,48.1,173,39,32.9,33.6,50,44.0,43.4,57,3,5.3,7,0.93,13.5
Mattia Perin,ITA,GK,Juventus,Serie A,25,1992,9.0,8,1,0,1,0,7.1,0.24,-0.9,-0.10,40,88,45.5,157,41,35.0,34.6,68,48.5,43.4,81,3,3.7,2,0.22,11.5
Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,30,1987,8.5,11,0,0,1,0,13.0,0.32,+2.0,+0.23,80,163,49.1,274,37,42.3,38.6,73,64.4,53.2,87,6,6.9,2,0.24,11.6
Jordan Pickford,ENG,GK,Everton,Premier League,24,1994,38.0,46,2,2,11,2,47.4,0.34,+3.4,+0.09,291,776,37.5,982,156,58.7,48.8,288,69.4,59.2,281,23,8.2,32,0.84,15.1
Carlo Pinsoglio,ITA,GK,Juventus,Serie A,28,1990,1.0,2,0,1,0,0,1.6,0.54,-0.4,-0.39,7,14,50.0,22,4,36.4,34.0,14,42.9,37.1,6,0,0.0,0,0.00,8.7
Luca Plogmann,GER,GK,Werder Bremen,Bundesliga,18,2000,0.4,1,1,0,0,0,0.8,,-0.2,-0.45,1,1,100.0,3,2,0.0,15.0,2,50.0,34.5,3,1,33.3,0,0.00,17.0
Giacomo Poluzzi,ITA,GK,SPAL,Serie A,30,1988,0.1,0,0,0,0,0,0.0,,0.0,0.00,0,0,,3,0,0.0,17.7,0,,,0,0,,0,0.00,17.0
Gaëtan Poussin,FRA,GK,Bordeaux,Ligue 1,19,1999,1.0,0,0,0,0,0,0.2,0.15,+0.2,+0.15,6,22,27.3,22,2,45.5,42.0,13,92.3,59.7,12,1,8.3,1,1.00,15.7
Silvio Proto,BEL,GK,Lazio,Serie A,35,1983,2.0,4,0,0,0,0,3.6,0.29,-0.4,-0.20,19,38,50.0,43,5,53.5,45.1,22,68.2,53.0,34,1,2.9,0,0.00,14.5
Ivan Provedel,ITA,GK,Empoli,Serie A,24,1994,16.0,36,3,0,4,1,28.9,0.26,-6.1,-0.38,86,210,41.0,355,101,41.7,37.9,126,49.2,43.8,212,19,9.0,6,0.38,12.6
Ionuț Radu,ROU,GK,Genoa,Serie A,21,1997,33.0,46,5,0,8,1,49.1,0.31,+4.1,+0.13,236,727,32.5,661,101,68.7,52.9,298,91.6,66.4,345,22,6.4,13,0.39,13.1
Pepe Reina,ESP,GK,Milan,Serie A,35,1982,3.7,5,1,0,0,0,4.5,0.31,-0.5,-0.15,23,51,45.1,91,19,40.7,36.6,24,58.3,47.0,36,4,11.1,2,0.55,14.2
Michael Rensing,GER,GK,Düsseldorf,Bundesliga,34,1984,32.0,62,7,1,8,0,54.2,0.31,-7.8,-0.24,244,600,40.7,688,145,47.8,40.7,320,84.7,60.2,336,27,8.0,4,0.13,12.7
Baptiste Reynet,FRA,GK,Toulouse,Ligue 1,27,1990,30.0,45,4,2,5,0,40.8,0.27,-4.2,-0.14,233,583,40.0,770,134,50.0,42.0,291,68.0,53.1,321,26,8.1,24,0.80,14.6
Sergio Rico,ESP,GK,Fulham,Premier League,24,1993,29.0,56,4,0,9,2,52.0,0.31,-2.0,-0.07,259,621,41.7,613,91,62.8,45.8,275,85.8,60.3,306,15,4.9,13,0.45,12.4
Asier Riesgo,ESP,GK,Eibar,La Liga,34,1983,14.0,20,0,0,0,1,17.9,0.41,-1.1,-0.08,132,293,45.1,305,42,71.1,50.2,79,96.2,65.7,102,10,9.8,20,1.43,16.5
Joel Robles,ESP,GK,Betis,La Liga,28,1990,5.0,5,1,0,1,0,5.4,0.21,+0.4,+0.07,29,66,43.9,158,20,34.2,34.0,28,42.9,40.0,37,2,5.4,9,1.80,18.6
Frederik Rønnow,DEN,GK,Eint Frankfurt,Bundesliga,25,1992,1.4,0,0,0,0,0,1.6,0.21,+1.6,+1.20,16,40,40.0,39,2,74.4,52.0,12,91.7,63.8,8,0,0.0,0,0.00,13.0
Francesco Rossi,ITA,GK,Atalanta,Serie A,27,1991,0.0,0,0,0,0,0,0.0,,0.0,0.00,1,1,100.0,1,0,100.0,56.0,0,,,0,0,,0,,
John Ruddy,ENG,GK,Wolves,Premier League,31,1986,1.0,0,0,0,0,0,0.9,0.29,+0.9,+0.87,7,13,53.8,14,3,50.0,41.8,7,85.7,54.6,9,1,11.1,0,0.00,8.0
Stéphane Ruffier,FRA,GK,Saint-Étienne,Ligue 1,31,1986,37.0,40,7,0,7,0,45.4,0.26,+5.4,+0.15,200,631,31.7,867,151,49.9,40.3,310,63.9,48.3,298,20,6.7,15,0.41,13.5
Gerónimo Rulli,ARG,GK,Real Sociedad,La Liga,26,1992,27.0,35,2,1,10,2,30.8,0.26,-2.2,-0.08,188,443,42.4,848,110,35.3,35.1,208,69.2,52.0,308,28,9.1,25,0.93,16.0
Mathew Ryan,AUS,GK,Brighton,Premier League,26,1992,34.0,55,8,1,6,0,50.5,0.32,-4.5,-0.13,332,793,41.9,708,94,68.9,49.9,325,93.8,63.6,322,20,6.2,12,0.35,13.1
Samuel Şahin-Radlinger,AUT,GK,Hannover 96,Bundesliga,25,1992,1.0,2,0,0,0,0,1.7,0.42,-0.3,-0.27,10,15,66.7,20,6,45.0,38.6,8,75.0,58.5,7,1,14.3,3,3.00,19.1
Brice Samba,CGO,GK,Caen,Ligue 1,24,1994,38.0,54,6,4,5,2,59.0,0.29,+7.0,+0.18,369,825,44.7,907,167,63.1,46.2,315,80.3,58.5,346,36,10.4,21,0.55,14.0
Roberto Santamaría,ESP,GK,Huesca,La Liga,33,1985,20.0,30,6,1,0,1,32.1,0.31,+3.1,+0.16,215,493,43.6,418,40,79.9,56.9,168,94.6,67.4,200,13,6.5,8,0.40,13.7
Kasper Schmeichel,DEN,GK,Leicester City,Premier League,31,1986,38.0,48,5,0,6,0,44.0,0.30,-4.0,-0.10,346,712,48.6,917,124,51.9,42.4,316,74.7,56.7,342,26,7.6,14,0.37,13.5
Alexander Schwolow,GER,GK,Freiburg,Bundesliga,26,1992,33.0,60,7,0,12,0,54.6,0.30,-5.4,-0.16,288,708,40.7,941,136,47.4,41.0,327,80.1,64.1,343,16,4.7,19,0.58,13.7
Simone Scuffet,ITA,GK,Udinese,Serie A,22,1996,9.0,13,1,0,1,0,11.6,0.30,-1.4,-0.15,63,140,45.0,165,34,46.7,38.7,92,68.5,49.1,83,2,2.4,4,0.44,14.0
Andrea Seculin,ITA,GK,Chievo,Serie A,28,1990,1.0,6,0,0,1,0,4.8,0.43,-2.2,-2.18,5,13,38.5,18,3,61.1,43.7,2,100.0,59.5,5,0,0.0,1,1.00,20.0
Matz Sels,BEL,GK,Strasbourg,Ligue 1,26,1992,37.0,48,7,3,4,1,43.8,0.25,-3.2,-0.09,263,677,38.8,795,179,51.9,43.7,324,81.5,61.1,346,27,7.8,21,0.57,14.1
Adrian Šemper,CRO,GK,Chievo,Serie A,20,1998,6.0,8,0,0,1,0,8.0,0.26,0.0,0.00,49,125,39.2,148,30,52.7,43.8,52,90.4,59.4,100,5,5.0,1,0.17,11.2
Luigi Sepe,ITA,GK,Parma,Serie A,27,1991,37.0,59,8,1,9,4,52.7,0.24,-2.3,-0.06,346,784,44.1,751,129,55.0,44.8,451,82.3,56.2,569,38,6.7,10,0.27,11.3
Unai Simón,ESP,GK,Athletic Club,La Liga,21,1997,7.0,13,2,0,2,0,12.0,0.33,-1.0,-0.14,42,108,38.9,132,31,47.0,39.8,51,90.2,65.9,60,7,11.7,2,0.29,13.5
Salvatore Sirigu,ITA,GK,Torino,Serie A,31,1987,35.2,35,2,0,4,0,42.8,0.30,+7.8,+0.22,310,690,44.9,826,121,54.4,42.4,293,82.3,54.4,323,28,8.7,24,0.68,15.2
Antonio Sivera,ESP,GK,Alavés,La Liga,21,1996,3.0,4,0,0,1,0,3.1,0.22,-0.9,-0.31,34,88,38.6,68,10,82.4,55.5,34,94.1,65.1,53,2,3.8,2,0.67,12.2
Łukasz Skorupski,POL,GK,Bologna,Serie A,27,1991,38.0,56,4,1,5,1,50.8,0.28,-4.2,-0.11,265,607,43.7,783,221,48.5,40.8,343,66.2,51.3,406,41,10.1,9,0.24,12.3
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,29,1988,34.0,43,3,0,3,0,51.9,0.33,+9.9,+0.29,225,539,41.7,1334,190,31.6,33.6,262,45.0,42.2,290,25,8.6,26,0.76,14.6
David Soria,ESP,GK,Getafe,La Liga,25,1993,37.0,34,4,1,2,3,37.4,0.27,+6.4,+0.17,356,956,37.2,795,53,87.3,57.6,276,94.9,64.2,320,31,9.7,25,0.68,15.2
Juan Soriano,ESP,GK,Sevilla,La Liga,20,1997,4.0,2,1,0,0,0,4.2,0.31,+2.2,+0.56,23,86,26.7,112,27,54.5,42.7,33,75.8,58.2,33,3,9.1,6,1.50,18.9
Stefano Sorrentino,ITA,GK,Chievo,Serie A,39,1979,31.0,61,2,2,8,2,52.6,0.30,-5.4,-0.17,248,528,47.0,606,94,54.3,41.2,289,68.9,45.2,314,12,3.8,7,0.23,12.0
Julián Speroni,ARG,GK,Crystal Palace,Premier League,39,1979,1.0,4,0,0,1,0,4.7,0.47,+0.7,+0.72,13,32,40.6,22,3,95.5,59.5,13,84.6,60.1,12,0,0.0,0,0.00,9.9
Marco Sportiello,ITA,GK,Frosinone,Serie A,26,1992,35.0,64,5,2,10,1,56.0,0.27,-7.0,-0.20,190,580,32.8,891,229,40.4,38.2,338,65.1,50.9,404,33,8.2,11,0.31,12.3
Thomas Strakosha,ALB,GK,Lazio,Serie A,23,1995,35.0,39,5,2,5,1,38.3,0.25,+0.3,+0.01,210,503,41.7,847,163,45.0,38.3,234,52.1,44.9,311,21,6.8,18,0.51,14.8
Danijel Subašić,CRO,GK,Monaco,Ligue 1,33,1984,12.6,12,2,0,3,0,12.3,0.27,+0.3,+0.03,69,171,40.4,233,49,50.6,43.1,82,64.6,51.0,84,4,4.8,3,0.24,15.0
Seydou Sy,SEN,GK,Monaco,Ligue 1,22,1995,2.5,7,0,0,1,1,4.2,0.35,-1.8,-0.72,8,22,36.4,49,12,28.6,31.5,14,57.1,47.1,17,2,11.8,2,0.80,18.5
Wojciech Szczęsny,POL,GK,Juventus,Serie A,28,1990,28.0,20,1,0,3,1,23.9,0.28,+4.9,+0.18,154,290,53.1,534,120,37.1,36.1,197,46.7,42.5,218,21,9.6,21,0.75,15.3
Ciprian Tătărușanu,ROU,GK,Nantes,Ligue 1,32,1986,26.6,30,1,0,8,1,30.5,0.29,+1.5,+0.06,178,408,43.6,615,116,42.1,37.7,213,70.0,52.5,203,16,7.9,23,0.87,16.9
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,26,1992,35.0,32,1,0,3,1,34.3,0.29,+3.3,+0.09,142,276,51.4,863,191,21.8,29.0,197,44.7,40.3,287,35,12.2,27,0.77,16.4
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,28,1990,2.0,3,0,0,0,0,3.5,0.32,+0.5,+0.27,10,30,33.3,55,16,41.8,35.6,11,63.6,42.6,23,4,17.4,3,1.50,14.7
Pietro Terracciano,ITA,GK,Empoli,Serie A,28,1990,8.0,10,0,0,1,1,9.5,0.28,+0.5,+0.06,35,80,43.8,163,33,39.9,36.3,67,22.4,32.5,71,4,5.6,3,0.38,13.8
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,28,1990,32.6,48,1,1,6,1,48.0,0.31,+1.0,+0.03,359,774,46.4,990,107,59.1,43.2,219,86.3,61.7,283,28,9.9,24,0.74,15.1
Mark Travers,IRL,GK,Bournemouth,Premier League,19,1999,2.0,5,0,0,0,1,3.1,0.24,-0.9,-0.45,11,23,47.8,43,14,37.2,32.7,14,50.0,44.0,9,0,0.0,4,2.00,17.4
Philipp Tschauner,GER,GK,Hannover 96,Bundesliga,32,1985,1.0,3,1,0,0,0,2.8,0.40,-0.2,-0.19,2,9,22.2,19,3,36.8,35.5,8,25.0,32.3,2,0,0.0,0,0.00,7.3
Sven Ulreich,GER,GK,Bayern Munich,Bundesliga,29,1988,8.4,9,2,1,1,0,7.0,0.30,-2.0,-0.24,26,62,41.9,218,56,25.2,29.5,36,19.4,33.3,33,0,0.0,8,0.95,17.4
Tomáš Vaclík,CZE,GK,Sevilla,La Liga,29,1989,33.0,44,4,2,4,1,44.4,0.30,+1.4,+0.04,192,570,33.7,738,180,49.5,41.0,258,79.5,60.2,289,25,8.7,14,0.42,13.7
Koke Vegas,ESP,GK,Levante,La Liga,22,1995,1.0,2,0,0,0,0,2.4,0.29,+0.4,+0.35,3,7,42.9,14,4,42.9,35.6,8,12.5,26.4,4,1,25.0,1,1.00,21.5
Emiliano Viviano,ITA,GK,SPAL,Serie A,32,1985,16.9,25,4,0,3,0,24.8,0.27,-0.2,-0.01,138,305,45.2,430,41,48.8,41.4,164,57.9,46.3,154,7,4.5,4,0.24,13.2
Michel Vorm,NED,GK,Tottenham,Premier League,34,1983,2.0,4,0,0,2,0,5.6,0.43,+1.6,+0.79,5,13,38.5,52,17,17.3,26.7,10,40.0,37.6,17,1,5.9,1,0.50,12.1
Axel Werner,ARG,GK,Huesca,La Liga,22,1996,6.0,16,1,0,1,1,10.1,0.26,-4.9,-0.82,41,121,33.9,101,14,69.3,47.2,58,87.9,63.1,57,1,1.8,0,0.00,9.5
Yoel,ESP,GK,Valladolid,La Liga,29,1988,3.0,6,1,1,0,0,4.6,0.33,-1.4,-0.47,28,76,36.8,79,7,74.7,52.6,18,94.4,69.8,24,1,4.2,3,1.00,14.1
Robin Zentner,GER,GK,Mainz 05,Bundesliga,23,1994,10.0,14,0,1,2,0,15.0,0.30,+1.0,+0.10,54,187,28.9,256,54,44.1,39.3,91,81.3,63.0,111,15,13.5,8,0.80,14.7
Luca Zidane,FRA,GK,Real Madrid,La Liga,20,1998,1.0,2,0,0,1,0,1.5,0.51,-0.5,-0.46,4,9,44.4,29,3,17.2,29.0,11,36.4,37.3,8,1,12.5,2,2.00,21.8
Ron-Robert Zieler,GER,GK,Stuttgart,Bundesliga,29,1989,34.0,70,2,2,6,5,59.0,0.33,-6.0,-0.18,246,746,33.0,908,124,58.6,45.2,300,71.3,57.6,310,13,4.2,34,1.00,16.0
